0;220;69.2
1;240;102.6
2;240;110.6
3;260;106.2
4;250;122
5;260;134.2
6;260;133.4
7;240;127.8
8;240;147.2
9;240;157.4
10;240;135.8
11;240;127.6
12;240;155.8
13;240;156.2
14;240;143.4
15;240;148.8
16;240;143.6
17;240;183.6
18;240;181.8
19;240;167.8
20;240;185.4
21;240;184.4
22;240;165.6
23;240;194.4
24;240;176.4
25;240;163.4
26;240;163.2
27;240;175.8
28;240;162.6
29;240;164.8
30;260;199.8
31;240;154.8
32;240;152.8
33;240;172
34;240;163
35;240;180.4
36;240;154.6
37;240;137.4
38;240;169.2
39;240;192.8
40;240;159.4
41;240;189.8
42;240;176
43;240;174
44;240;148.8
45;240;133.6
46;240;157.4
47;240;186
48;240;193.8
49;240;169.8
0;240;60.2
1;240;125.6
2;240;126
3;240;130.8
4;240;123
5;240;128.2
6;240;142.8
7;240;152.8
8;260;146.8
9;260;160.4
10;260;145.8
11;240;151.8
12;240;155.4
13;260;179.4
14;260;165
15;260;141.6
16;240;156.8
17;260;154.4
18;260;154
19;240;155.4
20;260;136.2
21;260;123
22;260;158.8
23;260;148.2
24;260;168.2
25;240;144.6
26;240;170.4
27;240;148.8
28;240;172.8
29;240;166.6
30;240;169
31;240;156.4
32;240;174.8
33;240;137.4
34;240;163.6
35;240;161.8
36;240;164.2
37;240;181
38;240;172.4
39;240;171.8
40;240;155.8
41;240;168
42;240;194.2
43;240;191.8
44;240;189.4
45;260;164.8
46;240;147
47;240;146.8
48;240;166.2
49;240;164.2
0;220;27.4
1;240;47.2
2;240;92.4
3;240;130.6
4;240;118.6
5;240;107.8
6;240;119.2
7;240;154.2
8;240;129.6
9;240;111.4
10;240;140.8
11;240;118.2
12;240;146
13;240;140.4
14;240;138.2
15;240;163.4
16;240;165.8
17;240;148
18;240;147.8
19;240;179.2
20;240;150.8
21;240;132
22;240;171.6
23;240;174.4
24;240;149
25;240;165.4
26;240;141.6
27;240;156.8
28;240;179.4
29;240;162.4
30;240;169.4
31;240;149.6
32;240;151.8
33;240;172
34;240;159.2
35;260;180.4
36;260;181
37;260;170.4
38;240;164.2
39;240;195
40;240;188
41;240;172.2
42;240;192.4
43;240;165
44;240;158
45;240;177.2
46;240;137.4
47;240;127
48;240;145.4
49;240;154.4
0;250;64
1;250;100.2
2;250;104.2
3;250;127.4
4;240;117.4
5;240;138.2
6;240;108.2
7;240;118.4
8;240;121.4
9;250;125.8
10;250;145
11;250;136.2
12;250;149.4
13;230;148.6
14;230;134.4
15;230;132.6
16;230;135.2
17;230;145
18;230;142.8
19;240;163.4
20;240;168.2
21;240;159.2
22;240;142.8
23;240;153
24;240;158
25;240;145.2
26;240;169.6
27;240;153.8
28;240;150.2
29;240;170
30;240;159.8
31;240;181
32;240;179.4
33;240;162
34;240;153
35;240;159.6
36;240;158.6
37;240;137.6
38;240;166.4
39;240;145.4
40;240;163.2
41;240;170.4
42;240;150.2
43;240;175.2
44;240;159.2
45;240;175.2
46;240;128.2
47;240;105
48;240;139
49;240;187.8
0;260;82.2
1;260;111.2
2;240;91.8
3;240;105.2
4;260;142.6
5;260;137.8
6;260;130.2
7;260;134.2
8;260;124.6
9;260;152.4
10;260;148
11;260;176.6
12;260;182.2
13;260;186.4
14;260;189.8
15;260;194.8
16;260;186
17;260;194.2
18;260;171.6
19;260;178
20;260;192.4
21;260;170.8
22;260;193.8
23;260;197
24;260;164
25;260;189
26;260;190.4
27;260;208.2
28;260;166.2
29;260;166
30;260;181.8
31;260;179.8
32;260;195.2
33;260;142.4
34;260;174.2
35;260;185.6
36;260;162.4
37;260;119.4
38;260;144
39;260;174
40;260;183.6
41;260;185.6
42;260;202.6
43;260;177
44;260;159
45;260;195
46;260;177.4
47;260;169
48;260;167.2
49;260;165
0;220;54.6
1;240;97.8
2;240;123.4
3;240;128.4
4;240;140.6
5;240;127
6;240;134
7;240;121.4
8;240;142.4
9;240;119
10;240;146.4
11;240;157
12;240;128.4
13;240;154.4
14;240;156.2
15;240;151.8
16;240;189.2
17;240;167
18;240;166.8
19;240;173.8
20;240;185.8
21;240;159
22;240;134
23;240;163.2
24;240;163
25;240;144.8
26;240;144.4
27;240;158.8
28;240;131
29;240;159.2
30;240;179.4
31;240;166.8
32;240;155
33;240;135.2
34;240;138.4
35;240;128
36;240;146.6
37;240;148
38;240;166.8
39;240;133.2
40;240;165
41;240;123.4
42;240;164.8
43;240;163
44;240;165
45;240;158.6
46;240;122.2
47;240;138.4
48;240;156.4
49;240;158.2

0;240;62.2
1;240;90.2
2;240;102.4
3;260;137.2
4;260;142.8
5;260;150.6
6;260;149.6
7;260;141.6
8;260;171.4
9;260;150.8
10;260;171.6
11;260;138.6
12;260;159.6
13;260;188.8
14;260;182.8
15;260;188
16;260;163
17;260;189
18;260;185.2
19;260;174.2
20;260;179.4
21;260;171
22;260;178.4
23;260;194.8
24;260;192.4
25;260;182.2
26;260;169
27;260;166.6
28;260;175.2
29;260;175.4
30;260;170.8
31;260;177
32;260;194.6
33;260;201
34;260;174.6
35;260;196.4
36;260;200.8
37;260;183.4
38;260;195
39;260;224.4
40;260;223.8
41;260;193.4
42;260;198
43;260;216
44;260;165
45;260;176.2
46;260;188.2
47;260;202.4
48;260;187.2
49;260;183.2

